,Phrase,Review,Count
5421,assassin creed game without,TrueAchievments,1
5422,assassin creed shadow learn,HardcoreGamer,1
5423,assassin creed shadow learn,TheEscapist,1
5424,assassin creed syndicate also,HardcoreGamer,1
5425,assassin creed syndicate also,Inverse,1
5426,first assassin creed game,HardcoreGamer,1
5427,first assassin creed game,Impulse Gamer,1
5428,first assassin creed game,PCGamesN,1
5429,first assassin creed game,Stevivor,1
5430,exclusively current gen console,HardcoreGamer,1
5431,exclusively current gen console,Stevivor,1
5432,assassin creed shadow deliver,HardcoreGamer,1
5433,assassin creed shadow deliver,Movies Games and Tech,1
5434,assassin creed shadow deliver,RPGFan,1
5435,never feel quite right,HardcoreGamer,1
5436,never feel quite right,Rock Paper Shotgun,1
5437,action adventure story set,HardcoreGamer,1
5438,action adventure story set,Siliconera,1
5439,adventure story set feudal,HardcoreGamer,1
5440,adventure story set feudal,Siliconera,1
5441,story set feudal japan,HardcoreGamer,1
5442,story set feudal japan,Siliconera,1
5443,set feudal japan become,HardcoreGamer,1
5444,set feudal japan become,Siliconera,1
5445,feudal japan become lethal,HardcoreGamer,1
5446,feudal japan become lethal,Siliconera,1
5447,japan become lethal shinobi,HardcoreGamer,1
5448,japan become lethal shinobi,Siliconera,1
5449,become lethal shinobi assassin,HardcoreGamer,1
5450,become lethal shinobi assassin,Siliconera,1
5451,lethal shinobi assassin powerful,HardcoreGamer,1
5452,lethal shinobi assassin powerful,Siliconera,1
5453,shinobi assassin powerful legendary,HardcoreGamer,1
5454,shinobi assassin powerful legendary,Siliconera,1
5455,assassin powerful legendary samurai,HardcoreGamer,1
5456,assassin powerful legendary samurai,Siliconera,1
5457,powerful legendary samurai explore,HardcoreGamer,1
5458,powerful legendary samurai explore,Siliconera,1
5459,legendary samurai explore beautiful,HardcoreGamer,1
5460,legendary samurai explore beautiful,Siliconera,1
5461,samurai explore beautiful open,HardcoreGamer,1
5462,samurai explore beautiful open,Siliconera,1
5463,explore beautiful open world,HardcoreGamer,1
5464,explore beautiful open world,Siliconera,1
5465,beautiful open world time,HardcoreGamer,1
5466,beautiful open world time,Siliconera,1
5467,open world time chaos,HardcoreGamer,1
5468,open world time chaos,Siliconera,1
5469,naoe shinobi assassin yasuke,HardcoreGamer,1
5470,naoe shinobi assassin yasuke,TrueAchievments,1
5471,assassin creed shadow first mainline,HardcoreGamer,1
5472,assassin creed shadow first mainline,Loot Level Chill,1
5473,creed shadow first mainline entry,HardcoreGamer,1
5474,creed shadow first mainline entry,Loot Level Chill,1
5475,fun play assassin creed shadow,HardcoreGamer,1
5476,fun play assassin creed shadow,Hey Poor Player,1
5477,action adventure story set feudal,HardcoreGamer,1
5478,action adventure story set feudal,Siliconera,1
5479,adventure story set feudal japan,HardcoreGamer,1
5480,adventure story set feudal japan,Siliconera,1
5481,story set feudal japan become,HardcoreGamer,1
5482,story set feudal japan become,Siliconera,1
5483,set feudal japan become lethal,HardcoreGamer,1
5484,set feudal japan become lethal,Siliconera,1
5485,feudal japan become lethal shinobi,HardcoreGamer,1
5486,feudal japan become lethal shinobi,Siliconera,1
5487,japan become lethal shinobi assassin,HardcoreGamer,1
5488,japan become lethal shinobi assassin,Siliconera,1
5489,become lethal shinobi assassin powerful,HardcoreGamer,1
5490,become lethal shinobi assassin powerful,Siliconera,1
5491,lethal shinobi assassin powerful legendary,HardcoreGamer,1
5492,lethal shinobi assassin powerful legendary,Siliconera,1
5493,shinobi assassin powerful legendary samurai,HardcoreGamer,1
5494,shinobi assassin powerful legendary samurai,Siliconera,1
5495,assassin powerful legendary samurai explore,HardcoreGamer,1
5496,assassin powerful legendary samurai explore,Siliconera,1
5497,powerful legendary samurai explore beautiful,HardcoreGamer,1
5498,powerful legendary samurai explore beautiful,Siliconera,1
5499,legendary samurai explore beautiful open,HardcoreGamer,1
5500,legendary samurai explore beautiful open,Siliconera,1
5501,samurai explore beautiful open world,HardcoreGamer,1
5502,samurai explore beautiful open world,Siliconera,1
5503,explore beautiful open world time,HardcoreGamer,1
5504,explore beautiful open world time,Siliconera,1
5505,beautiful open world time chaos,HardcoreGamer,1
5506,beautiful open world time chaos,Siliconera,1
5507,ubisoft quebec finally,Hey Poor Player,1
5508,ubisoft quebec finally,TheEscapist,1
5509,quebec finally deliver,Hey Poor Player,1
5510,quebec finally deliver,TheEscapist,1
5511,japan azuchi momoyama,Hey Poor Player,1
5512,japan azuchi momoyama,wccftech,1
5513,ninja iga clan,Hey Poor Player,1
5514,ninja iga clan,RPGFan,1
5515,player choice shadow,Hey Poor Player,1
5516,player choice shadow,Well Played,1
5517,spend first 10,Hey Poor Player,1
5518,spend first 10,Softpedia,1
5519,say play yasuke,Hey Poor Player,1
5520,say play yasuke,New Game Network,1
5521,role playing game,Hey Poor Player,1
5522,role playing game,Polygon,1
5523,role playing game,TechRadar,1
5524,role playing game,wccftech,2
5525,hidden blade naoe,Hey Poor Player,1
5526,hidden blade naoe,Inverse,1
5527,hidden blade naoe,Twinfinite,1
5528,hidden blade naoe,ZTGD,1
5529,point knowledge rank,Hey Poor Player,1
5530,point knowledge rank,TheEscapist,1
5531,mastery point earn,Hey Poor Player,1
5532,mastery point earn,Loot Level Chill,1
5533,mastery point earn,Twinfinite,1
5534,point earn level,Hey Poor Player,1
5535,point earn level,Twinfinite,1
5536,lose page temple,Hey Poor Player,1
5537,lose page temple,Twinfinite,1
5538,shinobi assassin naoe,Hey Poor Player,1
5539,shinobi assassin naoe,Softpedia,1
5540,dodge enemy attack,Hey Poor Player,1
5541,dodge enemy attack,Softpedia,1
5542,dodge enemy attack,wccftech,1
5543,system also affect,Hey Poor Player,1
5544,system also affect,Ragequit,1
5545,open world ac,Hey Poor Player,1
5546,open world ac,TechRadar,1
5547,world ac game,Hey Poor Player,1
5548,world ac game,TechRadar,1
5549,blend traditional japanese,Hey Poor Player,1
5550,blend traditional japanese,PCGamesN,1
5551,traditional japanese instrument,Hey Poor Player,1
5552,traditional japanese instrument,PCGamesN,1
5553,japanese psych rock,Hey Poor Player,1
5554,japanese psych rock,VG247,1
5555,psych rock band,Hey Poor Player,1
5556,psych rock band,VG247,1
5557,creed shadow look,Hey Poor Player,1
5558,creed shadow look,ZTGD,1
5559,creed shadow fan,Hey Poor Player,1
5560,creed shadow fan,Softpedia,1
5561,beautiful visual presentation,Hey Poor Player,1
5562,beautiful visual presentation,ScreenRant,1
5563,assassin creed back,Hey Poor Player,1
5564,assassin creed back,Player2,1
5565,assassin creed back,Stevivor,1
5566,ubisoft quebec finally deliver,Hey Poor Player,1
5567,ubisoft quebec finally deliver,TheEscapist,1
5568,japan azuchi momoyama period,Hey Poor Player,1
5569,japan azuchi momoyama period,wccftech,1
5570,mastery point earn level,Hey Poor Player,1
5571,mastery point earn level,Twinfinite,1
5572,open world ac game,Hey Poor Player,1
5573,open world ac game,TechRadar,1
5574,blend traditional japanese instrument,Hey Poor Player,1
5575,blend traditional japanese instrument,PCGamesN,1
5576,japanese psych rock band,Hey Poor Player,1
5577,japanese psych rock band,VG247,1
5578,assassin creed shadow look,Hey Poor Player,1
5579,assassin creed shadow look,ZTGD,1
5580,assassin creed shadow fan,Hey Poor Player,1
5581,assassin creed shadow fan,Softpedia,1
5582,year feudal japan,Hooked Gamers,1
5583,year feudal japan,Softpedia,1
5584,main mission side,Hooked Gamers,1
5585,main mission side,Polygon,1
5586,weather distinct season,Hooked Gamers,1
5587,weather distinct season,XboxEra,1
5588,assassin creed know,Hooked Gamers,1
5589,assassin creed know,PC Gamer,1
5590,help find objective,Hooked Gamers,1
5591,help find objective,XboxEra,1
5592,pet dog cat,Hooked Gamers,1
5593,pet dog cat,Windows Central,1
5594,free battle pas,Hooked Gamers,1
5595,free battle pas,TheEscapist,1
5596,point assassin creed,Hooked Gamers,1
5597,point assassin creed,Softpedia,1
5598,point assassin creed,Twinfinite,1
5599,point assassin creed,VGC,1
5600,mechanic loot system,Hooked Gamers,1
5601,mechanic loot system,Movies Games and Tech,1
5602,form assassin creed shadow,Hooked Gamers,1
5603,form assassin creed shadow,TheEscapist,1
5604,point assassin creed shadow,Hooked Gamers,1
5605,point assassin creed shadow,Twinfinite,1
5606,return form assassin creed shadow,Hooked Gamers,1
5607,return form assassin creed shadow,TheEscapist,1
5608,skill tree also,IGN,1
5609,skill tree also,Softpedia,1
5610,2023 assassin creed,IGN,1
5611,2023 assassin creed,Loot Level Chill,1
5612,2023 assassin creed,Softpedia,1
5613,like ezio edward,IGN,1
5614,like ezio edward,PlayStation Universe,1
5615,say shadow good,IGN,1
5616,say shadow good,XboxAchievements,1
5617,short list clue,IGN,1
5618,short list clue,Worthplaying PC,1
5619,progress main story,IGN,1
5620,progress main story,Push Square,1
5621,spend majority time,IGN,1
5622,spend majority time,slant,1
5623,dozen hour shadow,IGN,1
5624,dozen hour shadow,TechRadar,1
5625,dozen hour shadow,wccftech,1
5626,40 hour story,IGN,1
5627,40 hour story,TheGamer,1
5628,story revolves around,IGN,1
5629,story revolves around,Movies Games and Tech,1
5630,allow choose character,IGN,1
5631,allow choose character,XboxAchievements,1
5632,never felt like,IGN,1
5633,never felt like,NoisyPixel,1
5634,bow even gun,IGN,1
5635,bow even gun,ZTGD,1
5636,always find good,IGN,1
5637,always find good,Rock Paper Shotgun,1
5638,drop smoke bomb,IGN,1
5639,drop smoke bomb,PC Gamer,1
5640,assassin creed take,IGN,2
5641,assassin creed take,TechRadar,1
5642,skill tree focus,IGN,1
5643,skill tree focus,PCGamesN,1
5644,2023 assassin creed mirage,IGN,1
5645,2023 assassin creed mirage,Loot Level Chill,1
5646,2023 assassin creed mirage,Softpedia,1
5647,series expansive open,Impulse Gamer,1
5648,series expansive open,Stevivor,1
5649,expansive open world,Impulse Gamer,1
5650,expansive open world,Shacknews,1
5651,expansive open world,Stevivor,1
5652,modern era assassin,Impulse Gamer,1
5653,modern era assassin,Metro News,1
5654,era assassin creed,Impulse Gamer,1
5655,era assassin creed,Metro News,1
5656,era assassin creed,PC Gamer,1
5657,era assassin creed,PlayStation Universe,1
5658,era assassin creed,RPG Site,1
5659,assassin creed one,Impulse Gamer,1
5660,assassin creed one,Kotaku,1
5661,assassin creed one,TheGamer,1
5662,assassin creed one,Windows Central,1
5663,hidden blade yasuke,Impulse Gamer,1
5664,hidden blade yasuke,The Verge,1
5665,yasuke way go,Impulse Gamer,1
5666,yasuke way go,Siliconera,1
5667,ghost tsushima release,Impulse Gamer,1
5668,ghost tsushima release,Push Square,1
5669,setting feel like,Impulse Gamer,1
5670,setting feel like,Polygon,1
5671,walk across rope,Impulse Gamer,1
5672,walk across rope,Kotaku,1
5673,walk across rope,PlayStation Universe,1
5674,well write perform,Impulse Gamer,1
5675,well write perform,VGC,1
5676,never feel like,Impulse Gamer,1
5677,never feel like,Twinfinite,1
5678,game early hour,Impulse Gamer,1
5679,game early hour,VideoGamer,1
5680,series expansive open world,Impulse Gamer,1
5681,series expansive open world,Stevivor,1
5682,expansive open world rpg,Impulse Gamer,1
5683,expansive open world rpg,Stevivor,1
5684,modern era assassin creed,Impulse Gamer,1
5685,modern era assassin creed,Metro News,1
5686,series expansive open world rpg,Impulse Gamer,1
5687,series expansive open world rpg,Stevivor,1
5688,thirty plus hour,Inverse,1
5689,thirty plus hour,Order of the Template,1
5690,creed shadow massive,Inverse,1
5691,creed shadow massive,TechRadar,1
5692,stealth combat mechanic,Inverse,1
5693,stealth combat mechanic,NoisyPixel,1
5694,stealth combat mechanic,wccftech,1
5695,fujibayashi naoe young,Inverse,1
5696,fujibayashi naoe young,The Guardian,1
5697,naoe young igan,Inverse,1
5698,naoe young igan,Well Played,1
5699,oda nobunaga yasuke,Inverse,1
5700,oda nobunaga yasuke,PCGamesN,1
5701,use brute strength,Inverse,1
5702,use brute strength,Xbox Tavern,1
5703,take level appropriate,Inverse,1
5704,take level appropriate,New Game Network,1
5705,begin show try,Inverse,1
5706,begin show try,PlayStation LifeStyle,1
5707,get catch environment,Inverse,1
5708,get catch environment,Player2,1
5709,standard map marker,Inverse,1
5710,standard map marker,ScreenRant,1
5711,side activity open,Inverse,1
5712,side activity open,Radio Times,1
5713,activity open world,Inverse,1
5714,activity open world,Radio Times,1
5715,great middle ground,Inverse,1
5716,great middle ground,Stevivor,1
5717,game two protagonist,Inverse,1
5718,game two protagonist,Movies Games and Tech,1
5719,assassin creed two,Inverse,1
5720,assassin creed two,TheEscapist,1
5721,two distinct playstyles,Inverse,1
5722,two distinct playstyles,Xbox Tavern,1
5723,break locked door,Inverse,1
5724,break locked door,Kotaku,1
5725,level appropriate gear,Inverse,1
5726,level appropriate gear,XboxEra,1
5727,make open world,Inverse,1
5728,make open world,Push Square,1
5729,adventure assassin creed,Inverse,1
5730,adventure assassin creed,nme,1
5731,assassin creed shadow massive,Inverse,1
5732,assassin creed shadow massive,TechRadar,1
5733,side activity open world,Inverse,1
5734,side activity open world,Radio Times,1
5735,ubisoft late instalment,irish_independent,1
5736,ubisoft late instalment,Xbox Tavern,1
5737,star war outlaw,irish_independent,1
5738,star war outlaw,Shacknews,1
5739,star war outlaw,Well Played,1
5740,come expect assassin,irish_independent,1
5741,come expect assassin,PlayStation Universe,1
5742,expect assassin creed,irish_independent,1
5743,expect assassin creed,Order of the Template,1
5744,expect assassin creed,PlayStation Universe,1
5745,expect assassin creed,Ragequit,1
5746,expect assassin creed,TheEscapist,1
5747,expect assassin creed,VG247,1
5748,expect assassin creed,Windows Central,1
5749,last year rise,irish_independent,1
5750,last year rise,RPG Site,1
5751,year rise ronin,irish_independent,1
5752,year rise ronin,RPG Site,1
5753,rise ronin shadow,irish_independent,1
5754,rise ronin shadow,ScreenRant,1
5755,come expect assassin creed,irish_independent,1
5756,come expect assassin creed,PlayStation Universe,1
5757,expect assassin creed game,irish_independent,1
5758,expect assassin creed game,TheEscapist,1
5759,last year rise ronin,irish_independent,1
5760,last year rise ronin,RPG Site,1
5761,shadow review gorgeous,Kotaku,1
5762,shadow review gorgeous,ScreenRant,2
5763,shadow review gorgeous,wccftech,1
5764,rpg set 16th,Kotaku,1
5765,rpg set 16th,Windows Central,1
5766,black samurai yasuke,Kotaku,1
5767,black samurai yasuke,PC Gamer,1
5768,odyssey valhalla meanwhile,Kotaku,1
5769,odyssey valhalla meanwhile,Twinfinite,1
5770,valhalla meanwhile naoe,Kotaku,1
5771,valhalla meanwhile naoe,Twinfinite,1
5772,need sneak around,Kotaku,1
5773,need sneak around,Worthplaying,1
5774,player experience two,Kotaku,1
5775,player experience two,Xbox Tavern,1
5776,assassin creed universe,Kotaku,1
5777,assassin creed universe,NoisyPixel,1
5778,part game story,Kotaku,1
5779,part game story,VGC,1
5780,spend lot time,Kotaku,1
5781,spend lot time,Rock Paper Shotgun,1
5782,spend lot time,Stevivor,1
5783,quest side quest,Kotaku,1
5784,quest side quest,Push Square,1
5785,side quest take,Kotaku,1
5786,side quest take,TechRadar,1
5787,long time even,Kotaku,1
5788,long time even,PlayStation Universe,1
5789,shadow go prone,Kotaku,1
5790,shadow go prone,Loot Level Chill,1
5791,stealth gameplay series,Kotaku,1
5792,stealth gameplay series,Well Played,1
5793,big new feature,Kotaku,1
5794,big new feature,RPGFan,1
5795,new feature shadow,Kotaku,1
5796,new feature shadow,Xbox Tavern,1
5797,game play yasuke,Kotaku,1
5798,game play yasuke,Worthplaying PC,1
5799,thin wall door,Kotaku,1
5800,thin wall door,Worthplaying PC,1
5801,close quarters combat,Kotaku,1
5802,close quarters combat,Xbox Tavern,1
5803,game skill tree,Kotaku,1
5804,game skill tree,Metro News,1
5805,chop away bush,Kotaku,1
5806,chop away bush,TrueAchievments,1
5807,creed game yes,Kotaku,1
5808,creed game yes,TechRadar,1
5809,also change game,Kotaku,1
5810,also change game,TechRadar,1
5811,looking open world,Kotaku,2
5812,looking open world,Well Played,1
5813,world action game,Kotaku,1
5814,world action game,Radio Times,1
5815,best looking open,Kotaku,1
5816,best looking open,Well Played,1
5817,creed shadow review gorgeous,Kotaku,1
5818,creed shadow review gorgeous,ScreenRant,2
5819,creed shadow review gorgeous,wccftech,1
5820,rpg set 16th century,Kotaku,1
5821,rpg set 16th century,Windows Central,1
5822,odyssey valhalla meanwhile naoe,Kotaku,1
5823,odyssey valhalla meanwhile naoe,Twinfinite,1
5824,assassin creed game yes,Kotaku,1
5825,assassin creed game yes,TechRadar,1
5826,looking open world game,Kotaku,2
5827,looking open world game,Well Played,1
5828,open world action game,Kotaku,1
5829,open world action game,Radio Times,1
5830,best looking open world,Kotaku,1
5831,best looking open world,Well Played,1
5832,assassin creed shadow review gorgeous,Kotaku,1
5833,assassin creed shadow review gorgeous,ScreenRant,2
5834,assassin creed shadow review gorgeous,wccftech,1
5835,best looking open world game,Kotaku,1
5836,best looking open world game,Well Played,1
5837,stunning open world,Loot Level Chill,1
5838,stunning open world,NoisyPixel,1
5839,open world ubisoft,Loot Level Chill,1
5840,open world ubisoft,RPG Site,1
5841,new protagonist naoe,Loot Level Chill,1
5842,new protagonist naoe,TheGamer,1
5843,ezio edward kenway,Loot Level Chill,1
5844,ezio edward kenway,PlayStation Universe,1
5845,stealth assassin creed,Loot Level Chill,1
5846,stealth assassin creed,RPG Site,1
5847,keep assassin creed,Loot Level Chill,1
5848,keep assassin creed,NoisyPixel,1
5849,certain point story,Loot Level Chill,1
5850,certain point story,wccftech,1
5851,naoe story see,Loot Level Chill,1
5852,naoe story see,Polygon,1
5853,gather intel target,Loot Level Chill,1
5854,gather intel target,Xbox Tavern,1
5855,every nook cranny,Loot Level Chill,1
5856,every nook cranny,Softpedia,1
5857,every nook cranny,TheGamer,1
5858,modern day stuff,Loot Level Chill,1
5859,modern day stuff,New Game Network,1
5860,modern day stuff,TechRadar,1
5861,open world assassin,Loot Level Chill,1
5862,open world assassin,Rock Paper Shotgun,1
5863,open world assassin,Stevivor,2
5864,absolute must play,Loot Level Chill,1
5865,absolute must play,Xbox Tavern,1
5866,keep assassin creed shadow,Loot Level Chill,1
5867,keep assassin creed shadow,NoisyPixel,1
5868,open world assassin creed,Loot Level Chill,1
5869,open world assassin creed,Rock Paper Shotgun,1
5870,open world assassin creed,Stevivor,2
5871,open world assassin creed shadow,Loot Level Chill,1
5872,open world assassin creed shadow,Stevivor,1
5873,shadow review ubisoft,Metro News,1
5874,shadow review ubisoft,VG247,1
5875,hulk samurai yasuke,Metro News,1
5876,hulk samurai yasuke,RPG Site,1
5877,oda nobunaga train,Metro News,1
5878,oda nobunaga train,Well Played,1
5879,nobunaga train samurai,Metro News,1
5880,nobunaga train samurai,Well Played,1
5881,traditional assassin creed,Metro News,1
5882,traditional assassin creed,Shacknews,1
5883,traditional assassin creed,wccftech,1
5884,season play important,Metro News,1
5885,season play important,Player2,1
5886,recruit ally call,Metro News,1
5887,recruit ally call,XboxAchievements,1
5888,reward knowledge point,Metro News,1
5889,reward knowledge point,Twinfinite,1
5890,knowledge point need,Metro News,1
5891,knowledge point need,TrueAchievments,1
5892,knowledge point unlock,Metro News,1
5893,knowledge point unlock,NoisyPixel,1
5894,knowledge point unlock,TechRadar,1
5895,knowledge point unlock,wccftech,1
5896,open world nicely,Metro News,1
5897,open world nicely,Radio Times,1
5898,impressive open world,Metro News,1
5899,impressive open world,Rock Paper Shotgun,1
5900,creed shadow review ubisoft,Metro News,1
5901,creed shadow review ubisoft,VG247,1
5902,oda nobunaga train samurai,Metro News,1
5903,oda nobunaga train samurai,Well Played,1
5904,knowledge point unlock new,Metro News,1
5905,knowledge point unlock new,wccftech,1
5906,assassin creed shadow review ubisoft,Metro News,1
5907,assassin creed shadow review ubisoft,VG247,1
5908,take step back,Movies Games and Tech,1
5909,take step back,ZTGD,1
5910,yasuke powerful samurai,Movies Games and Tech,1
5911,yasuke powerful samurai,TrueAchievments,1
5912,since pretty much,Movies Games and Tech,1
5913,since pretty much,TheGamer,1
5914,time open world,Movies Games and Tech,1
5915,time open world,Push Square,1
5916,one man army,Movies Games and Tech,1
5917,one man army,PC Gamer,1
5918,one man army,Shacknews,1
5919,one man army,Worthplaying,1
5920,storytelling naoe yasuke,Movies Games and Tech,1
5921,storytelling naoe yasuke,XboxAchievements,1
5922,naoe yasuke play,Movies Games and Tech,2
5923,naoe yasuke play,Polygon,1
5924,naoe yasuke play,TheGamer,1
5925,complete side quest,Movies Games and Tech,1
5926,complete side quest,Polygon,1
5927,add extra layer,Movies Games and Tech,1
5928,add extra layer,Xbox Tavern,1
5929,thought assassin creed,Movies Games and Tech,1
5930,thought assassin creed,TrueAchievments,1
5931,impact visuals gameplay,Movies Games and Tech,1
5932,impact visuals gameplay,TheEscapist,1
5933,thought assassin creed shadow,Movies Games and Tech,1
5934,thought assassin creed shadow,TrueAchievments,1
5935,entry assassin creed franchise,Movies Games and Tech,1
5936,entry assassin creed franchise,TheSixthAxis,1
5937,stealth action gameplay,New Game Network,1
5938,stealth action gameplay,RPGFan,1
5939,ac game would,New Game Network,1
5940,ac game would,TechRadar,1
5941,in game reward,New Game Network,1
5942,in game reward,XboxEra,1
5943,mysterious box naoe,New Game Network,1
5944,mysterious box naoe,wccftech,1
5945,yasuke naoe eventually,New Game Network,1
5946,yasuke naoe eventually,PlayStation LifeStyle,1
5947,scale assassin creed,New Game Network,1
5948,scale assassin creed,Push Square,1
5949,shadow feature new,New Game Network,1
5950,shadow feature new,ScreenRant,1
5951,act fast travel,New Game Network,1
5952,act fast travel,TheGamer,1
5953,act fast travel,VideoGamer,1
5954,first time series,New Game Network,1
5955,first time series,RPG Site,1
5956,eagle vision let,New Game Network,1
5957,eagle vision let,slant,1
5958,use make game,New Game Network,1
5959,use make game,Softpedia,1
5960,become de facto,New Game Network,1
5961,become de facto,Rock Paper Shotgun,1
5962,skill point character,New Game Network,1
5963,skill point character,PCGamesN,1
5964,ability use combat,New Game Network,1
5965,ability use combat,Worthplaying PC,1
5966,skill point go,New Game Network,1
5967,skill point go,PCGamesN,1
5968,point go around,New Game Network,1
5969,point go around,PCGamesN,1
5970,knowledge rank increase,New Game Network,1
5971,knowledge rank increase,TheEscapist,1
5972,knowledge rank increase,TrueAchievments,1
5973,feudal japan setting,New Game Network,2
5974,feudal japan setting,TrueAchievments,2
5975,feudal japan setting,Twinfinite,1
5976,rise ronin inevitable,New Game Network,1
5977,rise ronin inevitable,Push Square,1
5978,xbox series game,New Game Network,1
5979,xbox series game,Polygon,1
5980,game offer quality,New Game Network,1
5981,game offer quality,wccftech,1
5982,act fast travel point,New Game Network,1
5983,act fast travel point,TheGamer,1
5984,act fast travel point,VideoGamer,1
5985,skill point go around,New Game Network,1
5986,skill point go around,PCGamesN,1
5987,awaited feudal japan setting,New Game Network,1
5988,awaited feudal japan setting,TrueAchievments,1
5989,long awaited feudal japan setting,New Game Network,1
5990,long awaited feudal japan setting,TrueAchievments,1
5991,tried and tested,nme,1
5992,tried and tested,PlayStation LifeStyle,1
5993,tried and tested,ScreenRant,1
5994,and tested formula,nme,1
5995,and tested formula,PlayStation LifeStyle,1
5996,small scale adventure,nme,1
5997,small scale adventure,TechRadar,1
5998,18 year old,nme,1
5999,18 year old,VG247,1
6000,year old franchise,nme,1
6001,year old franchise,VG247,1
6002,century japan shadow,nme,1
6003,century japan shadow,PCGamesN,1
6004,previous game instead,nme,1
6005,previous game instead,PlayStation Universe,1
6006,four distinct season,nme,1
6007,four distinct season,ScreenRant,1
6008,well put together,nme,1
6009,well put together,VG247,1
6010,march 20 playstation,nme,1
6011,march 20 playstation,Polygon,1
6012,tried and tested formula,nme,1
6013,tried and tested formula,PlayStation LifeStyle,1
6014,18 year old franchise,nme,1
6015,18 year old franchise,VG247,1
6016,16th century japan shadow,nme,1
6017,16th century japan shadow,PCGamesN,1
6018,game breaking bug,NoisyPixel,1
6019,game breaking bug,Windows Central,1
6020,want remain undetected,NoisyPixel,1
6021,want remain undetected,Push Square,1
6022,choose immersive mode,NoisyPixel,1
6023,choose immersive mode,Ragequit,1
6024,creed shadow story,NoisyPixel,1
6025,creed shadow story,RPGFan,1
6026,young shinobi naoe,NoisyPixel,1
6027,young shinobi naoe,Ragequit,1
6028,young shinobi naoe,Windows Central,1
6029,try find target,NoisyPixel,1
6030,try find target,XboxEra,1
6031,story take time,NoisyPixel,1
6032,story take time,Twinfinite,1
6033,story spend time,NoisyPixel,1
6034,story spend time,Windows Central,1
6035,play normal difficulty,NoisyPixel,1
6036,play normal difficulty,Radio Times,1
6037,meditation mini game,NoisyPixel,1
6038,meditation mini game,TheXboxHub,1
6039,take powerful enemy,NoisyPixel,1
6040,take powerful enemy,Radio Times,1
6041,creed shadow gorgeous,NoisyPixel,1
6042,creed shadow gorgeous,Polygon,1
6043,road pathway lead,NoisyPixel,1
6044,road pathway lead,Push Square,1
6045,shadow worth time,NoisyPixel,1
6046,shadow worth time,Twinfinite,1
6047,prove assassin creed,NoisyPixel,1
6048,prove assassin creed,Twinfinite,1
6049,assassin creed still,NoisyPixel,1
6050,assassin creed still,TheEscapist,1
6051,assassin creed still,TheXboxHub,1
6052,next assassin creed,NoisyPixel,1
6053,next assassin creed,wccftech,1
6054,assassin creed shadow story,NoisyPixel,1
6055,assassin creed shadow story,RPGFan,1
6056,assassin creed shadow gorgeous,NoisyPixel,1
6057,assassin creed shadow gorgeous,Polygon,1
6058,next assassin creed shadow,NoisyPixel,1
6059,next assassin creed shadow,wccftech,1
6060,like assassin creed origin odyssey,NoisyPixel,1
6061,like assassin creed origin odyssey,Push Square,1
6062,two decade ago,Order of the Template,1
6063,two decade ago,TheGamer,1
6064,many key player,Order of the Template,1
6065,many key player,Well Played,1
6066,japan feel like,Order of the Template,1
6067,japan feel like,Push Square,1
6068,japan feel like,Shacknews,1
6069,japan feel like,TheGamer,1
6070,feel like late,Order of the Template,1
6071,feel like late,Push Square,1
6072,world game come,Order of the Template,1
6073,world game come,PlayStation Universe,1
6074,often go way,Order of the Template,1
6075,often go way,TheGamer,1
6076,recent entry series,Order of the Template,1
6077,recent entry series,TheGamer,1
6078,recent entry series,Worthplaying PC,1
6079,skill tree yasuke,Order of the Template,1
6080,skill tree yasuke,PlayStation Universe,1
6081,feel though game,Order of the Template,1
6082,feel though game,TrueAchievments,1
6083,really like yasuke,Order of the Template,1
6084,really like yasuke,PlayStation Universe,1
6085,land rise sun,Order of the Template,1
6086,land rise sun,Twinfinite,1
6087,fine assassin creed,Order of the Template,1
6088,fine assassin creed,Shacknews,1
6089,feudal japan feel like,Order of the Template,1
6090,feudal japan feel like,Push Square,1
6091,open world game come,Order of the Template,1
6092,open world game come,PlayStation Universe,1
6093,excellent stealth combat,PC Gamer,1
6094,excellent stealth combat,TechRadar,1
6095,excellent stealth combat,wccftech,1
6096,historical accuracy shadow,PC Gamer,1
6097,historical accuracy shadow,Rock Paper Shotgun,1
6098,world game ve,PC Gamer,1
6099,world game ve,Ragequit,1
6100,peak assassin creed,PC Gamer,1
6101,peak assassin creed,TheGamer,1
6102,assassin creed play,PC Gamer,1
6103,assassin creed play,RPG Site,1
6104,worth wait assassin,PC Gamer,1
6105,worth wait assassin,Shacknews,1
6106,worth wait assassin,TechRadar,1
6107,50 hour complete,PC Gamer,1
6108,50 hour complete,TheEscapist,1
6109,early assassin creed,PC Gamer,1
6110,early assassin creed,slant,1
6111,almost exclusively naoe,PC Gamer,1
6112,almost exclusively naoe,PlayStation LifeStyle,1
6113,matter assassin creed,PC Gamer,1
6114,matter assassin creed,Softpedia,1
6115,assassin creed past,PC Gamer,1
6116,assassin creed past,PlayStation LifeStyle,1
6117,try walk across,PC Gamer,1
6118,try walk across,PlayStation Universe,1
6119,first ask question,PC Gamer,1
6120,first ask question,Softpedia,1
6121,first time since,PC Gamer,1
6122,first time since,PlayStation Universe,1
6123,open world game ve,PC Gamer,1
6124,open world game ve,Ragequit,1
6125,worth wait assassin creed,PC Gamer,1
