,Phrase,Review,Count
1181,bring series japan,Shacknews,1
1182,finally assassin creed,Checkpoint,1
1183,finally assassin creed,GamingBolt,1
1184,finally assassin creed,HardcoreGamer,1
1185,finally assassin creed,RPGFan,1
1186,finally assassin creed,TheSixthAxis,1
1187,want assassin creed,Checkpoint,1
1188,want assassin creed,Game8,1
1189,want assassin creed,GameSpot,1
1190,want assassin creed,GamingBible,1
1191,want assassin creed,Siliconera,1
1192,want assassin creed,Stevivor,2
1193,want assassin creed,TheSixthAxis,1
1194,two different style,Checkpoint,1
1195,two different style,ComicBook,1
1196,fan wait ubisoft,Checkpoint,1
1197,fan wait ubisoft,digitalchumps,1
1198,game set japan,Checkpoint,1
1199,game set japan,Creative Bloq,2
1200,game set japan,Finger Guns,1
1201,game set japan,Game8,1
1202,game set japan,GamingBolt,1
1203,game set japan,Hey Poor Player,1
1204,game set japan,Push Square,1
1205,game set japan,ScreenRant,2
1206,game set japan,Siliconera,1
1207,game set japan,VGC,1
1208,open world adventure,Checkpoint,1
1209,open world adventure,CNET,1
1210,open world adventure,Digital Trends,1
1211,open world adventure,Radio Times,1
1212,mechanic assassin creed,Checkpoint,1
1213,mechanic assassin creed,GamingBolt,2
1214,mechanic assassin creed,RPG Site,1
1215,assassin creed would,Checkpoint,1
1216,assassin creed would,ComicBook,1
1217,design assassin creed,Checkpoint,1
1218,design assassin creed,COG,1
1219,design assassin creed,PlayStation Universe,1
1220,assassin creed gameplay,Checkpoint,2
1221,assassin creed gameplay,ComicBook,1
1222,assassin creed gameplay,DualShockers,1
1223,assassin creed gameplay,Game Informer,1
1224,assassin creed gameplay,Game8,1
1225,assassin creed gameplay,Shacknews,1
1226,assassin creed gameplay,Stevivor,1
1227,assassin creed gameplay,TheGamer,1
1228,new historical setting,Checkpoint,1
1229,new historical setting,digitalchumps,1
1230,valhalla odyssey origin,Checkpoint,1
1231,valhalla odyssey origin,CNET,1
1232,ability build customise,Checkpoint,1
1233,ability build customise,XboxAchievements,1
1234,build customise hideout,Checkpoint,1
1235,build customise hideout,XboxAchievements,1
1236,creed shadow fit,Checkpoint,1
1237,creed shadow fit,ScreenRant,1
1238,late sengoku period,Checkpoint,1
1239,late sengoku period,Game8,1
1240,late sengoku period,Polygon,1
1241,late sengoku period,wccftech,2
1242,sengoku period japan,Checkpoint,1
1243,sengoku period japan,GameRant,1
1244,sengoku period japan,IGN,2
1245,sengoku period japan,Polygon,1
1246,two protagonist naoe,Checkpoint,1
1247,two protagonist naoe,Dexerto,1
1248,two protagonist naoe,Gamecritics,1
1249,two protagonist naoe,gamepressure,2
1250,two protagonist naoe,GamingTrend,1
1251,two protagonist naoe,Movies Games and Tech,1
1252,first 10 15,Checkpoint,1
1253,first 10 15,The Guardian,1
1254,10 15 hour,Checkpoint,1
1255,10 15 hour,The Guardian,1
1256,hour play naoe,Checkpoint,1
1257,hour play naoe,Rock Paper Shotgun,1
1258,play naoe first,Checkpoint,1
1259,play naoe first,DualShockers,1
1260,play naoe first,TheSixthAxis,1
1261,member villainous shinbakufu,Checkpoint,1
1262,member villainous shinbakufu,slant,1
1263,praise assassin creed,Checkpoint,1
1264,praise assassin creed,RPGFan,1
1265,new animus hub,Checkpoint,1
1266,new animus hub,New Game Network,1
1267,new animus hub,XboxEra,1
1268,in game store,Checkpoint,1
1269,in game store,Windows Central,1
1270,take long time,Checkpoint,1
1271,take long time,New Game Network,1
1272,take long time,Windows Central,1
1273,might prefer play,Checkpoint,1
1274,might prefer play,COG,1
1275,classic ac fan,Checkpoint,1
1276,classic ac fan,PC Gamer,1
1277,ac fan like,Checkpoint,1
1278,ac fan like,PC Gamer,1
1279,first part game,Checkpoint,1
1280,first part game,Metro News,1
1281,feel like main,Checkpoint,1
1282,feel like main,Windows Central,1
1283,like main character,Checkpoint,1
1284,like main character,Kotaku,1
1285,like main character,Windows Central,1
1286,story mission often,Checkpoint,1
1287,story mission often,Loot Level Chill,1
1288,character switch character,Checkpoint,1
1289,character switch character,Inverse,1
1290,since early day,Checkpoint,1
1291,since early day,wgtc,1
1292,take half health,Checkpoint,1
1293,take half health,Hooked Gamers,1
1294,naoe take hit,Checkpoint,1
1295,naoe take hit,GamingTrend,1
1296,head on fight,Checkpoint,1
1297,head on fight,Hey Poor Player,1
1298,head on fight,VideoGamer,1
1299,yasuke use eagle,Checkpoint,1
1300,yasuke use eagle,Twinfinite,1
1301,use eagle vision,Checkpoint,1
1302,use eagle vision,CNET,1
1303,use eagle vision,Digital Trends,1
1304,use eagle vision,GameGrin,1
1305,use eagle vision,Kotaku,1
1306,use eagle vision,Twinfinite,1
1307,use eagle vision,wccftech,1
1308,naoe yasuke could,Checkpoint,1
1309,naoe yasuke could,TechRadar,1
1310,naoe grapple hook,Checkpoint,1
1311,naoe grapple hook,ComicBook,1
1312,naoe grapple hook,Inverse,2
1313,naoe grapple hook,ScreenRant,1
1314,naoe grapple hook,TheEscapist,1
1315,naoe grapple hook,TheGamer,1
1316,naoe grapple hook,XboxEra,1
1317,grapple hook climb,Checkpoint,1
1318,grapple hook climb,New Game Network,1
1319,grapple hook climb,Ragequit,1
1320,mastery point upgrade,Checkpoint,1
1321,mastery point upgrade,Siliconera,1
1322,point upgrade skill,Checkpoint,1
1323,point upgrade skill,Siliconera,1
1324,also felt like,Checkpoint,1
1325,also felt like,Worthplaying PC,1
1326,entire castle full,Checkpoint,1
1327,entire castle full,Metro News,1
1328,think assassin creed,Checkpoint,1
1329,think assassin creed,COG,1
1330,think assassin creed,Gaming Age,1
1331,think assassin creed,Order of the Template,1
1332,think assassin creed,Ragequit,1
1333,think assassin creed,Siliconera,1
1334,creed shadow make,Checkpoint,1
1335,creed shadow make,COG,1
1336,creed shadow make,Eurogamer,1
1337,creed shadow make,IGN,1
1338,creed shadow make,Siliconera,1
1339,creed shadow make,Twinfinite,1
1340,creed shadow review two,Checkpoint,1
1341,creed shadow review two,GameSpew,1
1342,finally assassin creed shadow,Checkpoint,1
1343,finally assassin creed shadow,HardcoreGamer,1
1344,finally assassin creed shadow,TheSixthAxis,1
1345,want assassin creed shadow,Checkpoint,1
1346,want assassin creed shadow,Game8,1
1347,new assassin creed shadow,Checkpoint,1
1348,new assassin creed shadow,Finger Guns,1
1349,ability build customise hideout,Checkpoint,1
1350,ability build customise hideout,XboxAchievements,1
1351,assassin creed shadow fit,Checkpoint,1
1352,assassin creed shadow fit,ScreenRant,1
1353,late sengoku period japan,Checkpoint,1
1354,late sengoku period japan,Polygon,1
1355,two protagonist naoe yasuke,Checkpoint,1
1356,two protagonist naoe yasuke,Dexerto,1
1357,two protagonist naoe yasuke,Gamecritics,1
1358,two protagonist naoe yasuke,Movies Games and Tech,1
1359,first 10 15 hour,Checkpoint,1
1360,first 10 15 hour,The Guardian,1
1361,might prefer play yasuke,Checkpoint,1
1362,might prefer play yasuke,COG,1
1363,feel like main character,Checkpoint,1
1364,feel like main character,Windows Central,1
1365,yasuke use eagle vision,Checkpoint,1
1366,yasuke use eagle vision,Twinfinite,1
1367,mastery point upgrade skill,Checkpoint,1
1368,mastery point upgrade skill,Siliconera,1
1369,think assassin creed shadow,Checkpoint,1
1370,think assassin creed shadow,COG,1
1371,think assassin creed shadow,Gaming Age,1
1372,think assassin creed shadow,Siliconera,1
1373,assassin creed shadow make,Checkpoint,1
1374,assassin creed shadow make,COG,1
1375,assassin creed shadow make,Eurogamer,1
1376,assassin creed shadow make,IGN,1
1377,assassin creed shadow make,Siliconera,1
1378,assassin creed shadow make,Twinfinite,1
1379,assassin creed shadow review two,Checkpoint,1
1380,assassin creed shadow review two,GameSpew,1
1381,18 year since,CNET,1
1382,18 year since,Dexerto,1
1383,assassin creed franchise,CNET,1
1384,assassin creed franchise,GameRant,4
1385,assassin creed franchise,GameSpot,1
1386,assassin creed franchise,GamingBolt,2
1387,assassin creed franchise,Metro News,1
1388,assassin creed franchise,Movies Games and Tech,1
1389,assassin creed franchise,New Game Network,1
1390,assassin creed franchise,PlayStation Universe,1
1391,assassin creed franchise,Softpedia,1
1392,assassin creed franchise,TheEscapist,1
1393,assassin creed franchise,TheSixthAxis,1
1394,assassin creed franchise,TheXboxHub,1
1395,assassin creed franchise,VGC,1
1396,assassin creed franchise,wgtc,1
1397,assassin creed franchise,Windows Central,1
1398,assassin creed franchise,Worthplaying PC,1
1399,game assassin creed,CNET,2
1400,game assassin creed,COG,1
1401,game assassin creed,ComicBook,2
1402,game assassin creed,GameRant,1
1403,game assassin creed,GameSpot,1
1404,game assassin creed,HardcoreGamer,1
1405,game assassin creed,Impulse Gamer,1
1406,game assassin creed,NoisyPixel,1
1407,game assassin creed,Push Square,1
1408,game assassin creed,RPG Site,1
1409,game assassin creed,ScreenRant,1
1410,game assassin creed,Softpedia,1
1411,game assassin creed,The Verge,2
1412,game assassin creed,Windows Central,3
1413,game assassin creed,ZTGD,1
1414,shadow take player,CNET,1
1415,shadow take player,New Game Network,1
1416,time period time,CNET,1
1417,time period time,GameSpot,1
1418,time feudal japan,CNET,1
1419,time feudal japan,New Game Network,1
1420,african samurai yasuke,CNET,1
1421,african samurai yasuke,Twinfinite,1
1422,yasuke real historical,CNET,1
1423,yasuke real historical,Metro News,1
1424,real historical figure,CNET,1
1425,real historical figure,Gamecritics,1
1426,real historical figure,GamingBolt,1
1427,real historical figure,Metro News,1
1428,real historical figure,Radio Times,1
1429,real historical figure,The Guardian,1
1430,real historical figure,Twinfinite,1
1431,real historical figure,wccftech,1
1432,two style play,CNET,1
1433,two style play,XboxAchievements,1
1434,assassin creed series,CNET,1
1435,assassin creed series,Digital Trends,1
1436,assassin creed series,Game8,1
1437,assassin creed series,Gamecritics,1
1438,assassin creed series,gamepressure,2
1439,assassin creed series,Gamer Escape,1
1440,assassin creed series,GameRant,5
1441,assassin creed series,GamingBible,1
1442,assassin creed series,GamingBolt,1
1443,assassin creed series,Hey Poor Player,1
1444,assassin creed series,Metro News,1
1445,assassin creed series,PlayStation Universe,1
1446,assassin creed series,Softpedia,2
1447,assassin creed series,The Verge,1
1448,assassin creed series,Twinfinite,1
1449,assassin creed series,wccftech,2
1450,action heavy combat,CNET,1
1451,action heavy combat,VGC,1
1452,recent game assassin,CNET,1
1453,recent game assassin,Impulse Gamer,1
1454,choose character play,CNET,1
1455,choose character play,gamepressure,1
1456,choose character play,Hooked Gamers,1
1457,best game series,CNET,1
1458,best game series,Siliconera,1
1459,enough story yasuke,CNET,1
1460,enough story yasuke,XboxEra,1
1461,take multiple enemy,CNET,1
1462,take multiple enemy,GamingBolt,1
1463,take multiple enemy,wccftech,1
1464,avoid direct confrontation,CNET,1
1465,avoid direct confrontation,GamingTrend,1
1466,eagle vision another,CNET,1
1467,eagle vision another,Twinfinite,1
1468,another assassin creed,CNET,1
1469,another assassin creed,HardcoreGamer,1
1470,assassin creed staple,CNET,1
1471,assassin creed staple,The Verge,1
1472,swap naoe yasuke,CNET,1
1473,swap naoe yasuke,PCGamesN,1
1474,naoe yasuke go,CNET,1
1475,naoe yasuke go,RPG Site,1
1476,open door yasuke,CNET,1
1477,open door yasuke,ZTGD,1
1478,earn mastery point,CNET,1
1479,earn mastery point,digitalchumps,1
1480,earn mastery point,Gamereactor,1
1481,earn mastery point,TrueAchievments,1
1482,mastery point spend,CNET,1
1483,mastery point spend,TrueAchievments,1
1484,respective skill tree,CNET,1
1485,respective skill tree,Shacknews,1
1486,skill tree naoe,CNET,1
1487,skill tree naoe,Digital Trends,1
1488,naoe skill tree,CNET,1
1489,naoe skill tree,GameSpot,1
1490,naoe skill tree,Twinfinite,1
1491,increase knowledge rank,CNET,1
1492,increase knowledge rank,GamingBolt,1
1493,naoe yasuke also,CNET,1
1494,naoe yasuke also,GamingBolt,1
1495,naoe yasuke also,Worthplaying PC,1
1496,block unblockable attack,CNET,1
1497,block unblockable attack,GamingTrend,1
1498,make fight enemy,CNET,1
1499,make fight enemy,wccftech,1
1500,two different character,CNET,1
1501,two different character,Kotaku,1
1502,history oda nobunaga,CNET,1
1503,history oda nobunaga,GamingTrend,1
1504,japan naoe yasuke,CNET,1
1505,japan naoe yasuke,Windows Central,1
1506,objective board game,CNET,1
1507,objective board game,TheEscapist,1
1508,game naoe yasuke,CNET,1
1509,game naoe yasuke,TechRadar,1
1510,game naoe yasuke,TheEscapist,1
1511,however limited number,CNET,1
1512,however limited number,GameGrin,1
1513,person re look,CNET,1
1514,person re look,DualShockers,2
1515,system feel like,CNET,1
1516,system feel like,Push Square,1
1517,open world franchise,CNET,1
1518,open world franchise,Kotaku,1
1519,far cry ghost,CNET,1
1520,far cry ghost,digitalchumps,1
1521,cry ghost recon,CNET,1
1522,cry ghost recon,digitalchumps,1
1523,result assassin creed,CNET,1
1524,result assassin creed,GameRant,1
1525,result assassin creed,TechRadar,1
1526,one objective another,CNET,1
1527,one objective another,PlayStation Universe,1
1528,setting feudal japan,CNET,1
1529,setting feudal japan,Impulse Gamer,1
1530,setting feudal japan,Ragequit,1
1531,setting feudal japan,TechRadar,1
1532,play xbox series,CNET,1
1533,play xbox series,Order of the Template,1
1534,play xbox series,TheXboxHub,1
1535,play xbox series,Windows Central,1
1536,english voice act,CNET,1
1537,english voice act,Finger Guns,1
1538,english voice act,wccftech,2
1539,english voice act,XboxEra,1
1540,like naoe yasuke,CNET,1
1541,like naoe yasuke,GameSpot,1
1542,make sense naoe,CNET,1
1543,make sense naoe,Worthplaying PC,1
1544,previous game series,CNET,1
1545,previous game series,PlayStation Universe,1
1546,previous game series,Worthplaying PC,1
1547,creed shadow launch,CNET,1
1548,creed shadow launch,Radio Times,1
1549,creed shadow launch,RPG Site,1
1550,shadow launch march,CNET,1
1551,shadow launch march,RPG Site,1
1552,launch march 20,CNET,1
1553,launch march 20,Kotaku,1
1554,launch march 20,RPG Site,1
1555,pc ps5 xbox,CNET,1
1556,pc ps5 xbox,GamesRadar,1
1557,ps5 xbox series,CNET,1
1558,ps5 xbox series,Digital Trends,1
1559,ps5 xbox series,GamesRadar,1
1560,ps5 xbox series,RPG Site,1
1561,ps5 xbox series,TechRadar,1
1562,game assassin creed shadow,CNET,1
1563,game assassin creed shadow,COG,1
1564,game assassin creed shadow,ComicBook,2
1565,game assassin creed shadow,GameRant,1
1566,game assassin creed shadow,HardcoreGamer,1
1567,game assassin creed shadow,Impulse Gamer,1
1568,game assassin creed shadow,NoisyPixel,1
1569,game assassin creed shadow,ScreenRant,1
1570,game assassin creed shadow,The Verge,1
1571,game assassin creed shadow,Windows Central,3
1572,game assassin creed shadow,ZTGD,1
1573,yasuke real historical figure,CNET,1
1574,yasuke real historical figure,Metro News,1
1575,recent game assassin creed,CNET,1
1576,recent game assassin creed,Impulse Gamer,1
1577,use eagle vision another,CNET,1
1578,use eagle vision another,Twinfinite,1
1579,earn mastery point spend,CNET,1
1580,earn mastery point spend,TrueAchievments,1
1581,far cry ghost recon,CNET,1
1582,far cry ghost recon,digitalchumps,1
1583,result assassin creed shadow,CNET,1
1584,result assassin creed shadow,GameRant,1
1585,result assassin creed shadow,TechRadar,1
1586,assassin creed shadow launch,CNET,1
1587,assassin creed shadow launch,Radio Times,1
1588,assassin creed shadow launch,RPG Site,1
1589,creed shadow launch march,CNET,1
1590,creed shadow launch march,RPG Site,1
1591,shadow launch march 20,CNET,1
1592,shadow launch march 20,RPG Site,1
1593,pc ps5 xbox series,CNET,1
1594,pc ps5 xbox series,GamesRadar,1
1595,assassin creed shadow launch march,CNET,1
1596,assassin creed shadow launch march,RPG Site,1
1597,creed shadow launch march 20,CNET,1
1598,creed shadow launch march 20,RPG Site,1
1599,shadow review new,COG,1
1600,shadow review new,PCGamesN,1
1601,game like ghost,COG,1
1602,game like ghost,HardcoreGamer,1
1603,game like ghost,Twinfinite,1
1604,game like ghost,Worthplaying,1
1605,like ghost tsushima,COG,1
1606,like ghost tsushima,Creative Bloq,2
1607,like ghost tsushima,digitalchumps,1
1608,like ghost tsushima,HardcoreGamer,1
1609,like ghost tsushima,Twinfinite,1
1610,like ghost tsushima,Worthplaying,1
1611,ghost tsushima rise,COG,1
1612,ghost tsushima rise,Creative Bloq,1
1613,ghost tsushima rise,GameRant,1
1614,ghost tsushima rise,HardcoreGamer,1
1615,ghost tsushima rise,New Game Network,1
1616,ghost tsushima rise,ScreenRant,1
1617,ghost tsushima rise,Twinfinite,1
1618,ghost tsushima rise,Worthplaying,1
1619,tsushima rise ronin,COG,1
1620,tsushima rise ronin,Creative Bloq,1
1621,tsushima rise ronin,GameRant,1
1622,tsushima rise ronin,HardcoreGamer,1
1623,tsushima rise ronin,New Game Network,1
1624,tsushima rise ronin,ScreenRant,1
1625,tsushima rise ronin,Twinfinite,1
1626,tsushima rise ronin,Worthplaying,1
1627,return series root,COG,1
1628,return series root,Creative Bloq,1
1629,return series root,GamingBolt,1
1630,return series root,wccftech,1
1631,open world bloat,COG,1
1632,open world bloat,GamingBible,1
1633,open world bloat,wccftech,1
1634,open world bloat,Windows Central,1
1635,shadow bring back,COG,2
1636,shadow bring back,Metro News,1
1637,jacob evie frye,COG,1
1638,jacob evie frye,GameGrin,1
1639,historical figure like,COG,1
1640,historical figure like,GamingBolt,1
1641,historical figure like,Rock Paper Shotgun,1
1642,weapon brute force,COG,1
1643,weapon brute force,HardcoreGamer,1
1644,weapon brute force,XboxEra,1
1645,brute force combat,COG,1
1646,brute force combat,HardcoreGamer,1
1647,brute force combat,Radio Times,1
1648,ac game naoe,COG,1
1649,ac game naoe,New Game Network,1
1650,naoe parkour skill,COG,1
1651,naoe parkour skill,XboxAchievements,1
1652,back and forth,COG,1
1653,back and forth,GameSpot,1
1654,go assassin creed,COG,1
1655,go assassin creed,digitalchumps,1
1656,go assassin creed,Gamer Escape,1
1657,go assassin creed,GameRant,1
1658,go assassin creed,Gaming Age,1
1659,creed shadow pretty,COG,1
1660,creed shadow pretty,TheXboxHub,1
1661,base historical figure,COG,1
1662,base historical figure,Well Played,1
1663,spend great deal,COG,1
1664,spend great deal,GamingTrend,1
1665,great deal time,COG,1
1666,great deal time,GamingTrend,1
1667,exploration ac shadow,COG,1
1668,exploration ac shadow,gamepressure,1
1669,ac shadow take,COG,1
1670,ac shadow take,Game8,1
1671,ac shadow take,Twinfinite,1
1672,naoe shinobi skill,COG,1
1673,naoe shinobi skill,gamepressure,1
1674,able go prone,COG,1
1675,able go prone,Twinfinite,1
1676,use grappling hook,COG,1
1677,use grappling hook,GameGrin,1
1678,use grappling hook,GamingTrend,1
1679,use grappling hook,Hey Poor Player,1
1680,use grappling hook,Hooked Gamers,1
1681,use grappling hook,slant,1
1682,use grappling hook,The Verge,1
1683,use grappling hook,ZTGD,1
1684,recent ac game,COG,1
1685,recent ac game,New Game Network,1
1686,recent ac game,TechRadar,1
1687,make big deal,COG,1
1688,make big deal,Metro News,1
1689,make big deal,XboxAchievements,1
1690,ubisoft open world,COG,1
1691,ubisoft open world,Digital Trends,1
1692,ubisoft open world,GameRant,2
1693,ubisoft open world,Order of the Template,1
1694,ubisoft open world,Shacknews,1
1695,ubisoft open world,Windows Central,1
1696,open world map,COG,1
1697,open world map,GamingBolt,1
1698,open world map,Kotaku,1
1699,open world map,The Verge,1
1700,open world map,Twinfinite,1
1701,open world map,VGC,1
1702,know assassin creed,COG,1
1703,know assassin creed,wccftech,1
1704,attention historical detail,COG,1
1705,attention historical detail,Game8,1
1706,weather change season,COG,1
1707,weather change season,HardcoreGamer,1
1708,open world game,COG,1
1709,open world game,Creative Bloq,2
1710,open world game,Digital Trends,1
1711,open world game,DualShockers,1
1712,open world game,Finger Guns,1
1713,open world game,Gamer Escape,1
1714,open world game,GamingBible,1
1715,open world game,Impulse Gamer,1
1716,open world game,Inverse,2
1717,open world game,Kotaku,2
1718,open world game,NoisyPixel,1
1719,open world game,Order of the Template,1
1720,open world game,PC Gamer,1
1721,open world game,PCGamesN,1
1722,open world game,PlayStation Universe,1
1723,open world game,Push Square,2
1724,open world game,Radio Times,1
1725,open world game,Ragequit,2
1726,open world game,Shacknews,1
1727,open world game,TechRadar,1
1728,open world game,The Verge,1
1729,open world game,TheXboxHub,2
1730,open world game,VG247,1
1731,open world game,wccftech,3
1732,open world game,Well Played,2
1733,open world game,Windows Central,2
1734,code provide publisher,COG,1
1735,code provide publisher,GamesRadar,1
1736,code provide publisher,GamingBible,1
1737,creed shadow review new,COG,1
1738,creed shadow review new,PCGamesN,1
1739,game like ghost tsushima,COG,1
1740,game like ghost tsushima,HardcoreGamer,1
1741,game like ghost tsushima,Twinfinite,1
1742,game like ghost tsushima,Worthplaying,1
1743,like ghost tsushima rise,COG,1
1744,like ghost tsushima rise,Creative Bloq,1
1745,like ghost tsushima rise,HardcoreGamer,1
1746,like ghost tsushima rise,Worthplaying,1
1747,ghost tsushima rise ronin,COG,1
1748,ghost tsushima rise ronin,Creative Bloq,1
1749,ghost tsushima rise ronin,GameRant,1
1750,ghost tsushima rise ronin,HardcoreGamer,1
1751,ghost tsushima rise ronin,New Game Network,1
1752,ghost tsushima rise ronin,ScreenRant,1
1753,ghost tsushima rise ronin,Twinfinite,1
1754,ghost tsushima rise ronin,Worthplaying,1
1755,creed shadow bring back,COG,1
1756,creed shadow bring back,Metro News,1
1757,weapon brute force combat,COG,1
1758,weapon brute force combat,HardcoreGamer,1
1759,go assassin creed shadow,COG,1
1760,go assassin creed shadow,GameRant,1
1761,go assassin creed shadow,Gaming Age,1
1762,assassin creed shadow pretty,COG,1
1763,assassin creed shadow pretty,TheXboxHub,1
1764,spend great deal time,COG,1
1765,spend great deal time,GamingTrend,1
1766,assassin creed shadow review new,COG,1
1767,assassin creed shadow review new,PCGamesN,1
1768,game like ghost tsushima rise,COG,1
1769,game like ghost tsushima rise,HardcoreGamer,1
1770,game like ghost tsushima rise,Worthplaying,1
1771,like ghost tsushima rise ronin,COG,1
1772,like ghost tsushima rise ronin,Creative Bloq,1
1773,like ghost tsushima rise ronin,HardcoreGamer,1
1774,like ghost tsushima rise ronin,Worthplaying,1
1775,assassin creed shadow bring back,COG,1
1776,assassin creed shadow bring back,Metro News,1
1777,creed shadow finally,ComicBook,2
1778,creed shadow finally,Digital Trends,1
1779,creed shadow finally,digitalchumps,1
1780,creed shadow finally,GameGrin,1
1781,creed shadow finally,GameSpew,1
1782,creed shadow finally,Gaming Age,1
1783,creed shadow finally,HardcoreGamer,1
1784,creed shadow finally,Hey Poor Player,1
1785,creed shadow finally,Impulse Gamer,1
1786,creed shadow finally,New Game Network,2
1787,creed shadow finally,PlayStation LifeStyle,1
1788,creed shadow finally,Shacknews,2
1789,creed shadow finally,The Verge,1
1790,creed shadow finally,TrueAchievments,1
1791,creed shadow finally,VGC,1
1792,creed shadow finally,Windows Central,1
1793,shadow finally give,ComicBook,1
1794,shadow finally give,Gaming Age,1
1795,shadow finally long,ComicBook,1
1796,shadow finally long,Shacknews,1
1797,delay assassin creed,ComicBook,1
1798,delay assassin creed,Digital Trends,1
1799,delay assassin creed,Softpedia,1
1800,delay assassin creed,Xbox Tavern,1
1801,creed game fan,ComicBook,1
1802,creed game fan,GameRant,1
1803,creed game fan,RPGFan,1
1804,different era history,ComicBook,1
1805,different era history,XboxAchievements,1
1806,natural fit assassin,ComicBook,1
1807,natural fit assassin,TheEscapist,1
1808,fit assassin creed,ComicBook,1
1809,fit assassin creed,NoisyPixel,1
1810,fit assassin creed,Softpedia,1
1811,fit assassin creed,TheEscapist,1
1812,assassin creed formula,ComicBook,1
1813,assassin creed formula,DualShockers,1
1814,assassin creed formula,Game8,1
1815,assassin creed formula,Gamereactor,1
1816,assassin creed formula,GameSpot,1
1817,assassin creed formula,Twinfinite,1
1818,assassin creed formula,VG247,3
1819,creed shadow perfect,ComicBook,1
1820,creed shadow perfect,GamesRadar,1
1821,creed shadow perfect,GamingBible,1
1822,creed shadow perfect,Windows Central,1
1823,lot assassin creed,ComicBook,1
1824,lot assassin creed,GamingBible,1
1825,lot assassin creed,PlayStation Universe,1
1826,lot assassin creed,RPGFan,1
1827,assassin creed fan,ComicBook,2
1828,assassin creed fan,Creative Bloq,1
1829,assassin creed fan,Eurogamer,1
1830,assassin creed fan,GamesRadar,1
1831,assassin creed fan,PlayStation Universe,1
1832,assassin creed fan,RPG Site,2
1833,assassin creed fan,Shacknews,1
1834,assassin creed fan,TheXboxHub,1
1835,assassin creed fan,wgtc,1
1836,assassin creed fan,XboxAchievements,1
1837,wrap assassin creed,ComicBook,1
1838,wrap assassin creed,digitalchumps,1
1839,wrap assassin creed,Worthplaying PC,1
1840,assassin creed iv,ComicBook,1
1841,assassin creed iv,GamingTrend,1
1842,assassin creed iv,Windows Central,1
1843,creed iv black,ComicBook,1
1844,creed iv black,GamingTrend,1
1845,creed iv black,Windows Central,1
1846,iv black flag,ComicBook,1
1847,iv black flag,GamingTrend,1
1848,iv black flag,Windows Central,1
1849,story two protagonist,ComicBook,1
1850,story two protagonist,Eurogamer,1
1851,story two protagonist,Hooked Gamers,1
1852,story two protagonist,Worthplaying PC,1
1853,young female shinobi,ComicBook,1
1854,young female shinobi,Kotaku,1
1855,shame assassin creed,ComicBook,1
1856,shame assassin creed,Siliconera,1
1857,12 15 hour,ComicBook,1
1858,12 15 hour,irish_independent,1
1859,really get go,ComicBook,1
1860,really get go,TheSixthAxis,1
1861,first 10 hour,ComicBook,1
1862,first 10 hour,DualShockers,1
1863,first 10 hour,NoisyPixel,2
1864,first 10 hour,PC Gamer,1
1865,first 10 hour,Polygon,1
1866,first 10 hour,Softpedia,1
1867,first 10 hour,The Verge,1
1868,yasuke one note,ComicBook,1
1869,yasuke one note,PC Gamer,1
1870,assassin creed protagonist,ComicBook,1
1871,assassin creed protagonist,GameRant,2
1872,assassin creed protagonist,GameSpot,1
1873,assassin creed protagonist,GamingBolt,4
1874,assassin creed protagonist,Inverse,1
1875,assassin creed protagonist,Kotaku,1
1876,assassin creed protagonist,Metro News,1
1877,assassin creed protagonist,nme,1
1878,assassin creed protagonist,Rock Paper Shotgun,1
1879,like odyssey valhalla,ComicBook,1
1880,like odyssey valhalla,Hey Poor Player,1
1881,like odyssey valhalla,TechRadar,1
1882,odyssey valhalla lean,ComicBook,1
1883,odyssey valhalla lean,Hey Poor Player,1
1884,brute force way,ComicBook,1
1885,brute force way,DualShockers,1
1886,batman arkham series,ComicBook,1
1887,batman arkham series,TheSixthAxis,1
1888,head on combat,ComicBook,1
1889,head on combat,TechRadar,1
1890,familiar assassin creed,ComicBook,1
1891,familiar assassin creed,RPGFan,1
1892,familiar assassin creed,Stevivor,1
1893,familiar assassin creed,Worthplaying,1
1894,despite assassin creed,ComicBook,1
1895,despite assassin creed,Twinfinite,1
1896,creed shadow solid,ComicBook,1
1897,creed shadow solid,wccftech,1
1898,go without hitch,ComicBook,1
1899,go without hitch,Digital Trends,1
1900,game feel like,ComicBook,1
1901,game feel like,TrueAchievments,1
1902,like grappling hook,ComicBook,1
1903,like grappling hook,GamingTrend,1
1904,although assassin creed,ComicBook,1
1905,although assassin creed,GamesRadar,1
1906,action adventure game,ComicBook,1
1907,action adventure game,Game8,3
1908,action adventure game,Twinfinite,1
1909,lapse assassin creed,ComicBook,1
1910,lapse assassin creed,RPG Site,1
1911,assassin creed shadow finally,ComicBook,2
1912,assassin creed shadow finally,Digital Trends,1
1913,assassin creed shadow finally,digitalchumps,1
1914,assassin creed shadow finally,GameGrin,1
1915,assassin creed shadow finally,GameSpew,1
1916,assassin creed shadow finally,Gaming Age,1
1917,assassin creed shadow finally,HardcoreGamer,1
1918,assassin creed shadow finally,Hey Poor Player,1
1919,assassin creed shadow finally,Impulse Gamer,1
1920,assassin creed shadow finally,New Game Network,2
1921,assassin creed shadow finally,PlayStation LifeStyle,1
1922,assassin creed shadow finally,Shacknews,2
1923,assassin creed shadow finally,The Verge,1
